Type	Gene	Text
TextMining	WWOX	SPINOCEREBELLAR ATAXIA TYPE 12,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PPP2R2B	SPINOCEREBELLAR ATAXIA TYPE 12,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 8,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6,SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 36,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,EPISODIC ATAXIA
TextMining	HAX1	SPINOCEREBELLAR ATAXIA TYPE 13
TextMining	KCNC4	SPINOCEREBELLAR ATAXIA TYPE 13,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	OPN1LW	SPINOCEREBELLAR ATAXIA TYPE 13,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	KCNC3	SPINOCEREBELLAR ATAXIA TYPE 13,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 15,SPINOCEREBELLAR ATAXIA TYPE 28,EPISODIC ATAXIA,FRIEDREICH ATAXIA,SPASTIC ATAXIA,EPISODIC ATAXIA TYPE 1,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 10
TextMining	KCNC1	SPINOCEREBELLAR ATAXIA TYPE 13,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	KCNC2	SPINOCEREBELLAR ATAXIA TYPE 13,EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	ATG5	SPINOCEREBELLAR ATAXIA TYPE 14
TextMining	DDIT3	SPINOCEREBELLAR ATAXIA TYPE 14
TextMining	EEA1	SPINOCEREBELLAR ATAXIA TYPE 14
TextMining	GJA1	SPINOCEREBELLAR ATAXIA TYPE 14
TextMining	GJA8	SPINOCEREBELLAR ATAXIA TYPE 14
TextMining	SGCE	SPINOCEREBELLAR ATAXIA TYPE 14
TextMining	MARCKS	SPINOCEREBELLAR ATAXIA TYPE 14,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	PRKCG	SPINOCEREBELLAR ATAXIA TYPE 14,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 28,SPINOCEREBELLAR ATAXIA TYPE 1,SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6,SPINOCEREBELLAR ATAXIA TYPE 11,EPISODIC ATAXIA
TextMining	TRPC3	SPINOCEREBELLAR ATAXIA TYPE 14,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,EPISODIC ATAXIA
TextMining	SLC17A6	SPINOCEREBELLAR ATAXIA TYPE 14,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,CEREBELLAR ATAXIA
TextMining	CNTN4	SPINOCEREBELLAR ATAXIA TYPE 15,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PTER	SPINOCEREBELLAR ATAXIA TYPE 15,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SUMF1	SPINOCEREBELLAR ATAXIA TYPE 15,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	ITPR1	SPINOCEREBELLAR ATAXIA TYPE 15,SPINOCEREBELLAR ATAXIA TYPE 29,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 5,SPINOCEREBELLAR ATAXIA TYPE 14,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,SPINOCEREBELLAR ATAXIA TYPE 17,SPASTIC ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,ATAXIA TELANGIECTASIA
TextMining	AIF1	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	BID	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	CSF3	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	EIF2AK3	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	HAP1	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	HMGB1	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	HNRNPH1	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	NKX2-1	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	NQO1	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	PDIA3	SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	GLRX3	SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	GINS1	SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	GTF2B	SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	HSPA8	SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TREH	SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TBP	SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 7,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6,SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	HSPA5	SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 14
TextMining	PARK7	SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	HYOU1	SPINOCEREBELLAR ATAXIA TYPE 17,CEREBELLAR ATAXIA
TextMining	P4HB	SPINOCEREBELLAR ATAXIA TYPE 17,SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	KCNIP2	SPINOCEREBELLAR ATAXIA TYPE 19/22,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	KCND3	SPINOCEREBELLAR ATAXIA TYPE 19/22,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,EPISODIC ATAXIA,SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	SEPT3	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	AKR1C3	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	CANX	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	EIF4B	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	FOXP2	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	GHITM	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	GNB2L1	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	GSTO1	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	GSTO2	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	HOXA5	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	KIN	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	MAGI2	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	MAML2	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	MDFIC	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	MLL2	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	NEUROD1	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	PCP4	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	PDC	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	PLIN3	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	PLS3	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	PRMT1	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	RBM8A	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	RPS18	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	RPS6	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	SKP1	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	SYNJ1	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	TGM4	SPINOCEREBELLAR ATAXIA TYPE 2
TextMining	CBL	SPINOCEREBELLAR ATAXIA TYPE 2,ATAXIA TELANGIECTASIA
TextMining	EIF3E	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	NOP10	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	RPS10	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	RPS3	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SERPINA3	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SH2B3	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SH3KBP1	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SSR1	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	WDFY3	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	ATXN2L	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CACNG3	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CEP76	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	DDX6	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	EIF2S2	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	FAM107B	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	INPP5A	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	LSM12	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	MEX3D	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PABPC1	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	PAIP1	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RBFOX1	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RP11-686G8.2	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RPL14	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RPL18	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SEC61B	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SH3GL2	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SH3GL3	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SRP14	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	STAU1	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	ATXN2	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 36,SPINOCEREBELLAR ATAXIA TYPE 6,SPINOCEREBELLAR ATAXIA TYPE 1,SPINOCEREBELLAR ATAXIA TYPE 7,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	RGS8	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 1,HEREDITARY ATAXIA
TextMining	TARDBP	SPINOCEREBELLAR ATAXIA TYPE 2,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 11,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 36,SPINOCEREBELLAR ATAXIA TYPE 31,CEREBELLAR ATAXIA
TextMining	ATG4C	SPINOCEREBELLAR ATAXIA TYPE 2,CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,HEREDITARY ATAXIA
TextMining	HPGDS	SPINOCEREBELLAR ATAXIA TYPE 2,HEREDITARY ATAXIA
TextMining	PINK1	SPINOCEREBELLAR ATAXIA TYPE 2,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	RORA	SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 1,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	DAGLA	SPINOCEREBELLAR ATAXIA TYPE 20,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TMEM240	SPINOCEREBELLAR ATAXIA TYPE 21,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	NPS	SPINOCEREBELLAR ATAXIA TYPE 23
TextMining	TACR1	SPINOCEREBELLAR ATAXIA TYPE 23
TextMining	EEF2	SPINOCEREBELLAR ATAXIA TYPE 26,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	FGF14	SPINOCEREBELLAR ATAXIA TYPE 27,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,EPISODIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 28,CEREBELLAR ATAXIA,FRIEDREICH ATAXIA
TextMining	SLC17A7	SPINOCEREBELLAR ATAXIA TYPE 27,HEREDITARY ATAXIA,FRIEDREICH ATAXIA,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,CEREBELLAR ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	IMPACT	SPINOCEREBELLAR ATAXIA TYPE 28
TextMining	AFG3L2	SPINOCEREBELLAR ATAXIA TYPE 28,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPASTIC ATAXIA,CEREBELLAR ATAXIA,FRIEDREICH ATAXIA
TextMining	CA8	SPINOCEREBELLAR ATAXIA TYPE 29,NONPROGRESSIVE CEREBELLAR ATAXIA WITH MENTAL RETARDATION,CEREBELLAR ATAXIA, MENTAL RETARDATION AND DYSEQULIBRIUM SYNDROME,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SRSF1	SPINOCEREBELLAR ATAXIA TYPE 31,ATAXIA TELANGIECTASIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	BEAN1	SPINOCEREBELLAR ATAXIA TYPE 31,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SRSF9	SPINOCEREBELLAR ATAXIA TYPE 31,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	NEDD4	SPINOCEREBELLAR ATAXIA TYPE 31,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	TK2	SPINOCEREBELLAR ATAXIA TYPE 31,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	TGM5	SPINOCEREBELLAR ATAXIA TYPE 31,EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,FRIEDREICH ATAXIA
TextMining	HNRNPA2B1	SPINOCEREBELLAR ATAXIA TYPE 31,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA
TextMining	LMNB1	SPINOCEREBELLAR ATAXIA TYPE 31,FRAGILE X-ASSOCIATED TREMOR/ATAXIA SYNDROME,X-LINKED HEREDITARY ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,ATAXIA TELANGIECTASIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	ELOVL4	SPINOCEREBELLAR ATAXIA TYPE 34,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	TGM6	SPINOCEREBELLAR ATAXIA TYPE 35,CEREBELLAR ATAXIA,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 31,EPISODIC ATAXIA,EPISODIC ATAXIA TYPE 1,FRIEDREICH ATAXIA
TextMining	TGM2	SPINOCEREBELLAR ATAXIA TYPE 35,HEREDITARY ATAXIA
TextMining	NOP56	SPINOCEREBELLAR ATAXIA TYPE 36,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	C1QBP	SPINOCEREBELLAR ATAXIA TYPE 37,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SAMD12	SPINOCEREBELLAR ATAXIA TYPE 37,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CALB1	SPINOCEREBELLAR ATAXIA TYPE 37,HEREDITARY ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 17,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6
TextMining	RELN	SPINOCEREBELLAR ATAXIA TYPE 37,NONPROGRESSIVE CEREBELLAR ATAXIA WITH MENTAL RETARDATION,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 7,HEREDITARY ATAXIA
TextMining	ELOVL5	SPINOCEREBELLAR ATAXIA TYPE 38,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	NFAT5	SPINOCEREBELLAR ATAXIA TYPE 4
TextMining	PLEKHG4	SPINOCEREBELLAR ATAXIA TYPE 4,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 31,SPINOCEREBELLAR ATAXIA TYPE 18,SPINOCEREBELLAR ATAXIA TYPE 1,SPASTIC ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 6,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA
TextMining	ANK1	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	BBS1	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	DNAJC5	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	DNAJC6	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	ITPR3	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	MAP4K2	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	MEN1	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	NPY	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	PYGM	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	RASGRF1	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	ROCK2	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	SDHAF2	SPINOCEREBELLAR ATAXIA TYPE 5
TextMining	CALB2	SPINOCEREBELLAR ATAXIA TYPE 5,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	SF1	SPINOCEREBELLAR ATAXIA TYPE 5,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	ANK2	SPINOCEREBELLAR ATAXIA TYPE 5,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	HIBCH	SPINOCEREBELLAR ATAXIA TYPE 5,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	SLC1A6	SPINOCEREBELLAR ATAXIA TYPE 5,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA
TextMining	SPTBN2	SPINOCEREBELLAR ATAXIA TYPE 5,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 20,CEREBELLAR ATAXIA,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 18,SPINOCEREBELLAR ATAXIA TYPE 15,FRIEDREICH ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 11,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2,SPASTIC ATAXIA,ATAXIA TELANGIECTASIA,SPINOCEREBELLAR ATAXIA TYPE 1
TextMining	SPTAN1	SPINOCEREBELLAR ATAXIA TYPE 5,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 2,HEREDITARY ATAXIA
TextMining	GRID2	SPINOCEREBELLAR ATAXIA TYPE 5,CEREBELLAR ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	GRN	SPINOCEREBELLAR ATAXIA TYPE 6
TextMining	TAF1	SPINOCEREBELLAR ATAXIA TYPE 6
TextMining	CELF3	SPINOCEREBELLAR ATAXIA TYPE 6,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	HSF1	SPINOCEREBELLAR ATAXIA TYPE 6,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA
TextMining	EIF4G3	SPINOCEREBELLAR ATAXIA TYPE 6,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	hsa-miR-3191-5p	SPINOCEREBELLAR ATAXIA TYPE 6,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	RIMBP2	SPINOCEREBELLAR ATAXIA TYPE 6,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA
TextMining	CACNA1A	SPINOCEREBELLAR ATAXIA TYPE 6,EPISODIC ATAXIA TYPE 2,EPISODIC ATAXIA,AUTOSOMAL DOMINANT CEREBELLAR ATAXIA,HEREDITARY ATAXIA,CEREBELLAR ATAXIA,EPISODIC ATAXIA TYPE 1,FRIEDREICH ATAXIA,AUTOSOMAL RECESSIVE CEREBELLAR ATAXIA,SPINOCEREBELLAR ATAXIA TYPE 31,SPINOCEREBELLAR ATAXIA TYPE 1,SPINOCEREBELLAR ATAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 26,EPISODIC ATAXIA TYPE 7,SPINOCEREBELLAR ATAXIA TYPE 19/22,EPISODIC ATAXIA TYPE 6,SPINOCEREBELLAR ATAXIA TYPE 8,SPINOCEREBELLAR ATAXIA TYPE 27,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 1,SPINOCEREBELLAR ATAXIA TYPE 18,SPASTIC ATAXIA,ATAXIA TELANGIECTASIA,SPINOCEREBELLAR ATAXIA TYPE 12,SPINOCEREBELLAR ATAXIA TYPE 5,ATAXIA WITH OCULOMOTOR APRAXIA TYPE 2,SPINOCEREBELLAR ATAXIA TYPE 17
TextMining	ABCA4	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	C12orf5	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	CASP7	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	GUCY2D	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	HIST1H1C	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	HIST2H2BE	SPINOCEREBELLAR ATAXIA TYPE 7
TextMining	hsa-miR-124-3p	SPINOCEREBELLAR ATAXIA TYPE 7
